,patient ID,time,condition1,scan-in-condition1,condition2,condition3,ignore,brain
72,3308,109,2,1,2,2,-999,9784.09
73,3308,110,2,2,2,2,-999,9774.37
74,3308,111,2,3,2,2,-999,9767.16
75,3308,112,2,4,2,2,-999,9772.02
76,3308,113,2,5,2,2,-999,9779.34
77,3308,114,2,6,2,2,-999,9770.65
78,3308,115,2,7,2,2,-999,9764.33
79,3308,116,2,8,2,2,-999,9772.34
80,3308,117,2,9,2,2,-999,9782.72
81,3308,118,2,10,2,2,-999,9782.44
82,3308,119,2,11,2,2,-999,9785.65
83,3308,120,2,12,2,2,-999,9792.0
84,3308,121,2,13,2,2,-999,9788.07
85,3308,122,2,14,2,2,-999,9792.29
86,3308,123,2,15,2,2,-999,9824.07
87,3308,124,2,16,2,2,-999,9827.54
88,3308,125,2,17,2,2,-999,9816.03
89,3308,126,2,18,2,2,-999,9811.91
90,3308,127,2,1,5,2,-999,9803.47
91,3308,128,2,2,5,2,-999,9791.48
92,3308,129,2,3,5,2,-999,9787.75
93,3308,130,2,4,5,2,-999,9788.78
94,3308,131,2,5,5,2,-999,9792.05
95,3308,132,2,6,5,2,-999,9794.44
96,3308,133,2,7,5,2,-999,9792.72
97,3308,134,2,8,5,2,-999,9790.0
98,3308,135,2,9,5,2,-999,9786.49
99,3308,136,2,10,5,2,-999,9783.0
100,3308,137,2,11,5,2,-999,9787.68
101,3308,138,2,12,5,2,-999,9790.56
102,3308,139,2,13,5,2,-999,9789.46
103,3308,140,2,14,5,2,-999,9783.08
104,3308,141,2,15,5,2,-999,9772.04
105,3308,142,2,16,5,2,-999,9758.92
106,3308,143,2,17,5,2,-999,9758.06
107,3308,144,2,18,5,2,-999,9768.03
108,3308,145,2,1,2,2,-999,9780.58
109,3308,146,2,2,2,2,-999,9783.6
110,3308,147,2,3,2,2,-999,9781.34
111,3308,148,2,4,2,2,-999,9781.13
112,3308,149,2,5,2,2,-999,9787.89
113,3308,150,2,6,2,2,-999,9796.09
114,3308,151,2,7,2,2,-999,9795.39
115,3308,152,2,8,2,2,-999,9792.08
116,3308,153,2,9,2,2,-999,9790.76
117,3308,154,2,10,2,2,-999,9789.46
118,3308,155,2,11,2,2,-999,9797.09
119,3308,156,2,12,2,2,-999,9810.65
120,3308,157,2,13,2,2,-999,9819.28
121,3308,158,2,14,2,2,-999,9820.86
122,3308,159,2,15,2,2,-999,9823.49
123,3308,160,2,16,2,2,-999,9825.55
124,3308,161,2,17,2,2,-999,9825.67
125,3308,162,2,18,2,2,-999,9819.03
126,3308,163,2,1,5,2,-999,9808.84
127,3308,164,2,2,5,2,-999,9795.14
128,3308,165,2,3,5,2,-999,9778.92
129,3308,166,2,4,5,2,-999,9764.59
130,3308,167,2,5,5,2,-999,9754.38
131,3308,168,2,6,5,2,-999,9751.1
132,3308,169,2,7,5,2,-999,9760.94
133,3308,170,2,8,5,2,-999,9776.48
134,3308,171,2,9,5,2,-999,9787.94
135,3308,172,2,10,5,2,-999,9798.91
136,3308,173,2,11,5,2,-999,9800.96
137,3308,174,2,12,5,2,-999,9793.11
138,3308,175,2,13,5,2,-999,9780.06
139,3308,176,2,14,5,2,-999,9768.37
140,3308,177,2,15,5,2,-999,9764.62
141,3308,178,2,16,5,2,-999,9775.2
142,3308,179,2,17,5,2,-999,9791.99
143,3308,180,2,18,5,2,-999,9817.2
