,patient ID,time,condition1,scan-in-condition1,condition2,condition3,ignore,brain
18,3526,19,1,1,3,3,-999,9864.94
19,3526,20,1,2,3,3,-999,9875.46
20,3526,21,1,3,3,3,-999,9889.32
21,3526,22,1,4,3,3,-999,9904.92
22,3526,23,1,5,3,3,-999,9921.24
23,3526,24,1,6,3,3,-999,9932.53
24,3526,25,1,7,3,3,-999,9935.89
25,3526,26,1,8,3,3,-999,9937.95
26,3526,27,1,9,3,3,-999,9939.63
27,3526,28,1,10,3,3,-999,9936.49
28,3526,29,1,11,3,3,-999,9930.47
29,3526,30,1,12,3,3,-999,9926.28
30,3526,31,1,13,3,3,-999,9919.62
31,3526,32,1,14,3,3,-999,9907.96
32,3526,33,1,15,3,3,-999,9900.45
33,3526,34,1,16,3,3,-999,9897.17
34,3526,35,1,17,3,3,-999,9890.49
35,3526,36,1,18,3,3,-999,9885.72
36,3526,37,1,1,5,3,-999,9890.32
37,3526,38,1,2,5,3,-999,9897.39
38,3526,39,1,3,5,3,-999,9903.9
39,3526,40,1,4,5,3,-999,9907.87
40,3526,41,1,5,5,3,-999,9904.59
41,3526,42,1,6,5,3,-999,9902.59
42,3526,43,1,7,5,3,-999,9903.31
43,3526,44,1,8,5,3,-999,9904.09
44,3526,45,1,9,5,3,-999,9900.69
45,3526,46,1,10,5,3,-999,9901.48
46,3526,47,1,11,5,3,-999,9902.92
47,3526,48,1,12,5,3,-999,9896.65
48,3526,49,1,13,5,3,-999,9887.06
49,3526,50,1,14,5,3,-999,9878.69
50,3526,51,1,15,5,3,-999,9873.03
51,3526,52,1,16,5,3,-999,9873.8
52,3526,53,1,17,5,3,-999,9877.74
53,3526,54,1,18,5,3,-999,9875.17
54,3526,55,1,1,3,3,-999,9869.81
55,3526,56,1,2,3,3,-999,9868.09
56,3526,57,1,3,3,3,-999,9864.66
57,3526,58,1,4,3,3,-999,9867.35
58,3526,59,1,5,3,3,-999,9880.3
59,3526,60,1,6,3,3,-999,9892.46
60,3526,61,1,7,3,3,-999,9896.18
61,3526,62,1,8,3,3,-999,9897.01
62,3526,63,1,9,3,3,-999,9896.56
63,3526,64,1,10,3,3,-999,9897.5
64,3526,65,1,11,3,3,-999,9895.1
65,3526,66,1,12,3,3,-999,9888.92
66,3526,67,1,13,3,3,-999,9887.75
67,3526,68,1,14,3,3,-999,9890.66
68,3526,69,1,15,3,3,-999,9893.64
69,3526,70,1,16,3,3,-999,9895.29
70,3526,71,1,17,3,3,-999,9894.23
71,3526,72,1,18,3,3,-999,9892.56
72,3526,73,1,1,5,3,-999,9891.65
73,3526,74,1,2,5,3,-999,9893.78
74,3526,75,1,3,5,3,-999,9903.53
75,3526,76,1,4,5,3,-999,9914.06
76,3526,77,1,5,5,3,-999,9919.67
77,3526,78,1,6,5,3,-999,9920.12
78,3526,79,1,7,5,3,-999,9916.18
79,3526,80,1,8,5,3,-999,9907.15
80,3526,81,1,9,5,3,-999,9899.79
81,3526,82,1,10,5,3,-999,9897.42
82,3526,83,1,11,5,3,-999,9894.72
83,3526,84,1,12,5,3,-999,9892.65
84,3526,85,1,13,5,3,-999,9888.87
85,3526,86,1,14,5,3,-999,9882.93
86,3526,87,1,15,5,3,-999,9881.26
87,3526,88,1,16,5,3,-999,9889.2
88,3526,89,1,17,5,3,-999,9891.83
89,3526,90,1,18,5,3,-999,9890.67
