,patient ID,time,condition1,scan-in-condition1,condition2,condition3,ignore,brain
18,3401,19,1,1,3,3,-999,9646.26
19,3401,20,1,2,3,3,-999,9656.32
20,3401,21,1,3,3,3,-999,9664.58
21,3401,22,1,4,3,3,-999,9669.63
22,3401,23,1,5,3,3,-999,9676.02
23,3401,24,1,6,3,3,-999,9684.15
24,3401,25,1,7,3,3,-999,9687.47
25,3401,26,1,8,3,3,-999,9684.92
26,3401,27,1,9,3,3,-999,9682.26
27,3401,28,1,10,3,3,-999,9676.0
28,3401,29,1,11,3,3,-999,9662.82
29,3401,30,1,12,3,3,-999,9648.84
30,3401,31,1,13,3,3,-999,9639.6
31,3401,32,1,14,3,3,-999,9637.47
32,3401,33,1,15,3,3,-999,9633.4
33,3401,34,1,16,3,3,-999,9631.75
34,3401,35,1,17,3,3,-999,9631.82
35,3401,36,1,18,3,3,-999,9629.78
36,3401,37,1,1,5,3,-999,9624.51
37,3401,38,1,2,5,3,-999,9624.25
38,3401,39,1,3,5,3,-999,9635.27
39,3401,40,1,4,5,3,-999,9650.41
40,3401,41,1,5,5,3,-999,9660.22
41,3401,42,1,6,5,3,-999,9665.5
42,3401,43,1,7,5,3,-999,9663.39
43,3401,44,1,8,5,3,-999,9659.44
44,3401,45,1,9,5,3,-999,9658.71
45,3401,46,1,10,5,3,-999,9660.27
46,3401,47,1,11,5,3,-999,9660.06
47,3401,48,1,12,5,3,-999,9658.31
48,3401,49,1,13,5,3,-999,9659.55
49,3401,50,1,14,5,3,-999,9662.24
50,3401,51,1,15,5,3,-999,9662.12
51,3401,52,1,16,5,3,-999,9659.37
52,3401,53,1,17,5,3,-999,9653.72
53,3401,54,1,18,5,3,-999,9651.88
54,3401,55,1,1,3,3,-999,9655.48
55,3401,56,1,2,3,3,-999,9659.08
56,3401,57,1,3,3,3,-999,9658.58
57,3401,58,1,4,3,3,-999,9657.86
58,3401,59,1,5,3,3,-999,9658.7
59,3401,60,1,6,3,3,-999,9663.12
60,3401,61,1,7,3,3,-999,9669.51
61,3401,62,1,8,3,3,-999,9670.73
62,3401,63,1,9,3,3,-999,9667.46
63,3401,64,1,10,3,3,-999,9659.54
64,3401,65,1,11,3,3,-999,9648.8
65,3401,66,1,12,3,3,-999,9640.78
66,3401,67,1,13,3,3,-999,9641.1
67,3401,68,1,14,3,3,-999,9641.41
68,3401,69,1,15,3,3,-999,9637.7
69,3401,70,1,16,3,3,-999,9631.0
70,3401,71,1,17,3,3,-999,9625.4
71,3401,72,1,18,3,3,-999,9624.92
72,3401,73,1,1,5,3,-999,9629.62
73,3401,74,1,2,5,3,-999,9636.49
74,3401,75,1,3,5,3,-999,9645.03
75,3401,76,1,4,5,3,-999,9662.22
76,3401,77,1,5,5,3,-999,9683.03
77,3401,78,1,6,5,3,-999,9691.5
78,3401,79,1,7,5,3,-999,9682.22
79,3401,80,1,8,5,3,-999,9662.72
80,3401,81,1,9,5,3,-999,9639.4
81,3401,82,1,10,5,3,-999,9620.74
82,3401,83,1,11,5,3,-999,9614.89
83,3401,84,1,12,5,3,-999,9620.91
84,3401,85,1,13,5,3,-999,9632.6
85,3401,86,1,14,5,3,-999,9648.16
86,3401,87,1,15,5,3,-999,9662.59
87,3401,88,1,16,5,3,-999,9675.92
88,3401,89,1,17,5,3,-999,9680.55
89,3401,90,1,18,5,3,-999,9660.88
