,patient ID,time,condition1,scan-in-condition1,condition2,condition3,ignore,brain
18,2537,19,1,1,3,3,-999,10034.4
19,2537,20,1,2,3,3,-999,10035.3
20,2537,21,1,3,3,3,-999,10024.9
21,2537,22,1,4,3,3,-999,9995.51
22,2537,23,1,5,3,3,-999,9930.02
23,2537,24,1,6,3,3,-999,9961.17
24,2537,25,1,7,3,3,-999,10028.0
25,2537,26,1,8,3,3,-999,10041.3
26,2537,27,1,9,3,3,-999,10036.7
27,2537,28,1,10,3,3,-999,10007.4
28,2537,29,1,11,3,3,-999,9983.14
29,2537,30,1,12,3,3,-999,9985.71
30,2537,31,1,13,3,3,-999,9993.02
31,2537,32,1,14,3,3,-999,9980.84
32,2537,33,1,15,3,3,-999,9969.69
33,2537,34,1,16,3,3,-999,9961.98
34,2537,35,1,17,3,3,-999,9956.91
35,2537,36,1,18,3,3,-999,9961.98
36,2537,37,1,1,5,3,-999,9964.88
37,2537,38,1,2,5,3,-999,9977.29
38,2537,39,1,3,5,3,-999,9990.03
39,2537,40,1,4,5,3,-999,9994.75
40,2537,41,1,5,5,3,-999,10015.1
41,2537,42,1,6,5,3,-999,10038.6
42,2537,43,1,7,5,3,-999,10038.7
43,2537,44,1,8,5,3,-999,10036.3
44,2537,45,1,9,5,3,-999,10038.9
45,2537,46,1,10,5,3,-999,10035.7
46,2537,47,1,11,5,3,-999,10042.1
47,2537,48,1,12,5,3,-999,10052.7
48,2537,49,1,13,5,3,-999,10061.4
49,2537,50,1,14,5,3,-999,10077.8
50,2537,51,1,15,5,3,-999,10092.2
51,2537,52,1,16,5,3,-999,10101.3
52,2537,53,1,17,5,3,-999,10101.5
53,2537,54,1,18,5,3,-999,10090.3
54,2537,55,1,1,3,3,-999,10063.0
55,2537,56,1,2,3,3,-999,10051.5
56,2537,57,1,3,3,3,-999,10038.5
57,2537,58,1,4,3,3,-999,10023.9
58,2537,59,1,5,3,3,-999,10011.1
59,2537,60,1,6,3,3,-999,9997.89
60,2537,61,1,7,3,3,-999,9969.28
61,2537,62,1,8,3,3,-999,9938.31
62,2537,63,1,9,3,3,-999,9901.47
63,2537,64,1,10,3,3,-999,9922.56
64,2537,65,1,11,3,3,-999,9955.66
65,2537,66,1,12,3,3,-999,9943.64
66,2537,67,1,13,3,3,-999,9967.35
67,2537,68,1,14,3,3,-999,9977.65
68,2537,69,1,15,3,3,-999,9958.38
69,2537,70,1,16,3,3,-999,9923.49
70,2537,71,1,17,3,3,-999,9904.48
71,2537,72,1,18,3,3,-999,9913.19
72,2537,73,1,1,5,3,-999,9923.72
73,2537,74,1,2,5,3,-999,9916.22
74,2537,75,1,3,5,3,-999,9912.47
75,2537,76,1,4,5,3,-999,9962.8
76,2537,77,1,5,5,3,-999,10017.2
77,2537,78,1,6,5,3,-999,10033.7
78,2537,79,1,7,5,3,-999,10022.5
79,2537,80,1,8,5,3,-999,10014.5
80,2537,81,1,9,5,3,-999,10010.1
81,2537,82,1,10,5,3,-999,10011.1
82,2537,83,1,11,5,3,-999,10029.3
83,2537,84,1,12,5,3,-999,10036.8
84,2537,85,1,13,5,3,-999,10047.2
85,2537,86,1,14,5,3,-999,10045.8
86,2537,87,1,15,5,3,-999,10049.2
87,2537,88,1,16,5,3,-999,10056.9
88,2537,89,1,17,5,3,-999,10052.3
89,2537,90,1,18,5,3,-999,10049.6
